processed_text,airline_sentiment
want guys first fly cuba nyc,neutral
haha fleet fleek,negative
fleet fleek new fav airline,positive
hopefully application jetblue donut designer finally go proper channels,positive
really,neutral
looking cool,positive
fleet fleek 😩 😂 😂 😂,neutral
no come,neutral
definitely lots announcements app great,positive
else plane duct taped ohboy shouldigetoutandpush airplane flying,negative
bet,positive
sure go south breakfast though delayed three hours,negative
thank appreciate,positive
chairs could use tlc power outlets area would bonus headed,positive
thanks used phone instead computer worked thanks,positive
someone screen play flights,negative
one way not letting select city strange fairs look normal,negative
alright done alternatively would like charter private jet pitt gladly accept,positive
great job getting flight 28 10 minutes early bad 50 minutes counting waiting bags,negative
absolutely girlfriend flight booking problems mexico flights next day two send tweet done,neutral
time direct flight jfk pitt @ official jetblue terminal 5 new york,neutral
indeed not know going pittsburgh weekend drawing crowd via jetblue,neutral
believe irina flip side super disappointed eatup cafe not available bos gt sfo flight today,negative
good 2 remind 1914 might horse buggy little delay right,negative
good know thanks much,positive
unhappy 4 hour delayed flight missed dinner,negative
lap infant 4 mons old,neutral
thank quick response trying request abassinet son would great help request,positive
gerne,neutral
hey friends stupid question split payment methods flight purchase example 1 2 debit card 1 2 billmelate flightr thanks,neutral
called jb 3 times everytime auto vmsg wait time not longer 9 mins waited longer 18 mins no answer,negative
correct rates boston pittsburgh wknd march 14 rates sudden took made plans came back buy surprised,negative
expanding nantucket aviation,neutral
mark austin great handling bag issue thanks,positive
believe follow send message,neutral
read nice glass wine right dig heels next novel maybe travel need,neutral
hofmann good one indeed jetblue finest day history,positive
would like actual email address follow thank,neutral
legal department start running social media channels,neutral
nope regular line multi x faster literally direct wheelchairs strollers line ems,negative
sounds fun work,neutral
thanks calling right,positive
thank not really responding request sending generic environment site,negative
know no actual mile high club surely something join,neutral
hello husband bought us trip last night noticed last name misspelled thanks,neutral
start 3xweekly e190 flights washington reagan nantucket 19jun 6sep avgeek,neutral
would like communicate directly customer experience executive joanna geraghty email address,negative
cancelled flight tonight 7 pm dfw bos weather,neutral
haha thanks guys great unlike gopatriots,positive
booked work added upgrade seat need upgrade receipt,positive
understood watched fam heading fl expedited 25m takeoff speaking conference sf,negative
thank free flyfi makes already great airline even better jetblue boston westpalmbeach flybetter,positive
easiest way get ticket receipt get one check get one online thanks,neutral
effort fix points system 11 days call customer service still no account update chasing points no fun,negative
tried running curb side self check wasting even time ended flight booking problems united upset,negative
keeps getting better no water plane,negative
planned boston traffic due recent weather insane expedited would made,neutral
wish best luck enjoying luxurious free amount leg space right thanks,positive
not want jetblue tv want jetblue wifi,negative
great see redsox plane reminder ny side side jfk catsanddogslivingtogether ❤,positive
would love go hawaii visit pearl harbor,neutral
deal flt 460 today departure keeps changing going late flight,negative
lol estimated departure time plane not even started boarding yet cannot even get delays right,negative
know love jb honestly complex feedback pull sub option forms maddening,negative
said not started looking gave 25 100 limit nyc waldorf astoria cannot find 100 outfit 😒,negative
best track deals special flight offers liking international options,neutral
yeah aware hence original message,negative
653 update gate got moved complete opposite end terminal airline disaster,negative
no asked either way not make flight less delayed,negative
2324 orlando dca awesome flight attendant robert,positive
yes filed yesterday around noon claim number not contacted yet,negative
shocker flight delayed hour thanks reminding switched delta,negative
courtesy mosaic members anyone request water attended promptly daniel flight 1557 know better,negative
issues online check colleague getting webpage not available submitting online form,negative
no one yet fl 8162,neutral
going let fl382 gate bos time soon sittin tarmac waiting,negative
thanks jb actually birder love need outside not hard trap move,positive
not issue think training information would help great people service needs switch individual group better,negative
rats bummer,negative
slooow today,negative
happy sfo hopefully add pdx soon added two new destinations fll sfo las vegas last year,neutral
flight jfk sfo pure awesomeness mint class tim attendant best airlines take notes,positive
terrible landing 915,negative
flight two days ago flight 1918 pos,negative
wall separating row 1 safetyconcerns,neutral
last sleep cali back jfk tomorrow night looking forward another amazing flight,positive
woo update flight 915 possibly delayed 2hrs power positive thinking people,negative
appreciate response already spoke mco response nothing not know mean,negative
free wifi impressive flyfi,positive
not find flight ny scheduled leave 9 30pm delayed 1 5hrs checking huge fail,negative
vegas desk said jfk connect would b held 4 us 26 others plane staff jfk says weather problem epicfail,negative
jfk boston flights went delay not epicfail,negative
understand delays looking tv monitor gate says current conditions snow hence delay,neutral
mint seats awesome best business class us,positive
wtf stuck jfk 2 hrs delay boston cuz say snow no snow weather map wtf,negative
thank getting home despite odds reunited delinquent southwest luggage homeward,positive
